FID,OBJECTID,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Le_1,Shape_Area,Count_
197,198,442,3,Brooklyn,044200,3044200,E,BK46,Ocean Parkway South,4014,6808.869380160000200,6808.869425369999600,1969036.044400000000000,0
198,199,443,3,Brooklyn,044300,3044300,E,BK77,Bushwick North,4002,5552.173244779999500,5552.173456870000300,1805750.176010000100000,0
199,200,444,3,Brooklyn,044400,3044400,E,BK46,Ocean Parkway South,4014,6032.535557449999900,6032.535125059999700,1878089.825130000000000,0
200,201,446,3,Brooklyn,044600,3044600,E,BK88,Borough Park,4014,6573.689219550000400,6573.688461759999900,1519495.940340000000000,1
201,202,452,3,Brooklyn,045200,3045200,I,BK46,Ocean Parkway South,4014,7171.838505920000000,7171.838466819999700,2005613.417970000100000,0
202,203,454,3,Brooklyn,045400,3045400,I,BK46,Ocean Parkway South,4014,6358.012474049999600,6358.012539979999900,1423881.654750000000000,0
203,204,456,3,Brooklyn,045600,3045600,E,BK43,Midwood,4015,6877.053534990000100,6877.053512340000500,1653624.854130000100000,0
204,205,458,3,Brooklyn,045800,3045800,I,BK43,Midwood,4015,7163.624969190000200,7163.625094639999600,1928275.450819999900000,0
205,206,460,3,Brooklyn,046000,3046000,I,BK42,Flatbush,4015,9311.959760309999200,9311.959410920000700,2107798.080269999800000,0
206,207,464,3,Brooklyn,046400,3046400,E,BK88,Borough Park,4014,6253.545202100000100,6253.545852170000200,1762813.989970000000000,0
207,208,470,3,Brooklyn,047000,3047000,E,BK88,Borough Park,4014,7325.247741700000000,7325.247586360000200,1966226.314190000100000,0
208,209,472,3,Brooklyn,047200,3047200,E,BK88,Borough Park,4014,6789.740081549999600,6789.739944150000200,1850619.132810000100000,0
209,210,474,3,Brooklyn,047400,3047400,E,BK88,Borough Park,4014,6422.115316639999900,6422.115333460000300,1893041.960449999900000,0
210,211,476,3,Brooklyn,047600,3047600,E,BK88,Borough Park,4014,7553.380900440000000,7553.381470489999600,2236222.570710000100000,0
211,212,481,3,Brooklyn,048100,3048100,I,BK90,East Williamsburg,4001,5318.152564490000300,5318.152340939999700,1628352.333709999900000,0
212,213,495,3,Brooklyn,049500,3049500,I,BK90,East Williamsburg,4001,4737.978176620000300,4737.978163980000300,1389722.774250000000000,0
213,214,499,3,Brooklyn,049900,3049900,E,BK76,Greenpoint,4001,5002.945382420000000,5002.945713119999700,1532199.703150000000000,0
214,215,503,3,Brooklyn,050300,3050300,E,BK90,East Williamsburg,4001,5030.788213099999700,5030.788217979999900,1348755.393459999900000,1
215,216,505,3,Brooklyn,050500,3050500,E,BK90,East Williamsburg,4001,6040.682133739999700,6040.682540840000000,1823285.811840000100000,0
216,217,507,3,Brooklyn,050700,3050700,E,BK75,Bedford,4003,6142.615831639999700,6142.615981519999900,1877637.268260000000000,0
217,218,508.01,3,Brooklyn,050801,3050801,E,BK42,Flatbush,4015,3753.545581440000200,3753.545767629999800,842216.009589000020000,0
218,219,510.01,3,Brooklyn,051001,3051001,E,BK42,Flatbush,4015,3652.726381689999900,3652.726121660000000,828176.487662000000000,0
219,220,514,3,Brooklyn,051400,3051400,E,BK42,Flatbush,4015,6293.562266580000100,6293.562131589999800,1949161.797640000000000,0
220,221,516.01,3,Brooklyn,051601,3051601,E,BK42,Flatbush,4015,4556.009525329999600,4556.009556789999800,1247781.365640000000000,0
221,222,516.02,3,Brooklyn,051602,3051602,E,BK42,Flatbush,4015,4557.163158860000300,4557.163037510000300,979568.061055000060000,0
222,223,517,3,Brooklyn,051700,3051700,I,BK73,North Side-South Side,4001,6225.178756399999700,6225.178876560000400,2020312.569350000000000,0
223,224,518,3,Brooklyn,051800,3051800,I,BK42,Flatbush,4015,6299.575325709999600,6299.575756580000400,2170111.439509999900000,0
224,225,520,3,Brooklyn,052000,3052000,E,BK42,Flatbush,4015,6972.937631300000200,6972.937152380000000,2056594.536469999900000,0
225,226,526,3,Brooklyn,052600,3052600,I,BK42,Flatbush,4015,6736.724751339999800,6736.724354349999900,1823526.974630000100000,0
226,227,528,3,Brooklyn,052800,3052800,I,BK42,Flatbush,4015,7275.902278409999800,7275.902452590000400,1891640.247449999900000,0
227,228,530,3,Brooklyn,053000,3053000,E,BK43,Midwood,4015,5637.114226679999800,5637.114507670000400,1861290.228210000100000,0
228,229,531,3,Brooklyn,053100,3053100,E,BK75,Bedford,4003,5569.477690949999700,5569.477928219999700,1741767.278269999900000,0
229,230,532,3,Brooklyn,053200,3053200,I,BK43,Midwood,4015,6887.340454830000500,6887.340922669999600,1876178.939090000000000,1
230,231,533,3,Brooklyn,053300,3053300,E,BK72,Williamsburg,4001,6035.102718750000300,6035.103063489999800,2078812.039970000000000,0
231,232,534,3,Brooklyn,053400,3053400,E,BK43,Midwood,4015,5639.951383849999700,5639.951348159999700,1866105.720759999900000,0
232,233,538,3,Brooklyn,053800,3053800,E,BK43,Midwood,4015,5802.058584090000300,5802.058160960000400,1770108.641490000100000,0
233,234,542,3,Brooklyn,054200,3054200,E,BK43,Midwood,4015,5962.813577240000100,5962.813640309999800,2036089.768040000000000,0
234,235,544,3,Brooklyn,054400,3054400,E,BK43,Midwood,4015,5970.775436429999900,5970.775466770000100,2045270.787319999900000,0
235,236,550,3,Brooklyn,055000,3055000,E,BK44,Madison,4016,5722.060884509999600,5722.061044590000200,1937232.886200000100000,1
236,237,552,3,Brooklyn,055200,3055200,E,BK44,Madison,4016,5520.894728600000200,5520.894819019999900,1805017.458159999900000,0
237,238,553,3,Brooklyn,055300,3055300,E,BK73,North Side-South Side,4001,5513.594408840000100,5513.594309750000300,1681865.640290000000000,2
238,239,558,3,Brooklyn,055800,3055800,E,BK44,Madison,4016,5599.344792390000300,5599.344347530000100,1847309.940389999900000,0
239,240,560,3,Brooklyn,056000,3056000,E,BK44,Madison,4016,5761.259478379999600,5761.259456169999800,1988439.688900000000000,0
240,241,562,3,Brooklyn,056200,3056200,I,BK44,Madison,4016,5590.084971780000200,5590.084884750000100,1838820.922940000000000,0
241,242,564,3,Brooklyn,056400,3056400,I,BK44,Madison,4016,6411.192904319999800,6411.192602610000000,1972387.209880000000000,0
242,243,565,3,Brooklyn,056500,3056500,I,BK76,Greenpoint,4001,6837.324594269999600,6837.324840880000000,2561008.126860000200000,0
243,244,566,3,Brooklyn,056600,3056600,I,BK44,Madison,4016,5577.840035209999800,5577.839753799999900,1846300.507969999900000,0
244,245,568,3,Brooklyn,056800,3056800,I,BK44,Madison,4016,5221.452802269999700,5221.452365209999700,1267976.173110000100000,0
245,246,569,3,Brooklyn,056900,3056900,I,BK76,Greenpoint,4001,5735.062634359999700,5735.062275039999800,1376243.877900000000000,0
246,247,570,3,Brooklyn,057000,3057000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8653.416234610000200,8653.416258690000200,2824697.100840000000000,0
247,248,571,3,Brooklyn,057100,3057100,E,BK76,Greenpoint,4001,5516.210533950000400,5516.210342839999600,1892836.337349999900000,0
248,249,572,3,Brooklyn,057200,3057200,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6491.895195359999900,6491.895139129999700,2622725.051020000100000,0
249,250,573,3,Brooklyn,057300,3057300,I,BK76,Greenpoint,4001,5625.868598750000300,5625.869007500000400,1831149.684100000000000,1
250,251,574,3,Brooklyn,057400,3057400,I,BK44,Madison,4016,6539.238885529999600,6539.238997219999900,1713577.324779999900000,0
251,252,576,3,Brooklyn,057600,3057600,I,BK44,Madison,4016,5342.001098120000300,5342.000827240000000,1707334.575759999900000,0
252,253,578,3,Brooklyn,057800,3057800,I,BK44,Madison,4016,5522.413912279999700,5522.414424089999600,1853782.266379999900000,0
253,254,580,3,Brooklyn,058000,3058000,E,BK44,Madison,4016,5340.456209719999600,5340.456030219999800,1707766.106990000000000,0
254,255,586,3,Brooklyn,058600,3058600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5442.139455219999900,5442.139545590000100,1759616.352590000000000,0
255,256,591,3,Brooklyn,059100,3059100,E,BK76,Greenpoint,4001,5916.284007199999900,5916.283805189999800,2060784.383250000000000,0
256,257,592,3,Brooklyn,059200,3059200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8185.096119589999900,8185.096318240000100,2360097.887689999800000,0
257,258,593,3,Brooklyn,059300,3059300,E,BK76,Greenpoint,4001,6059.941159990000400,6059.940987719999600,2023694.602000000000000,0
258,259,594.01,3,Brooklyn,059401,3059401,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9659.798155079999600,9659.797693439999400,4528015.840939999600000,0
259,260,594.02,3,Brooklyn,059402,3059402,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8094.774043739999800,8094.774016549999900,3470556.262110000000000,1
260,261,596,3,Brooklyn,059600,3059600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6850.705575549999600,6850.705403900000400,1863185.117670000100000,0
261,262,600,3,Brooklyn,060000,3060000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9650.320533930000200,9650.320798119999400,4732242.683480000100000,0
262,263,612,3,Brooklyn,061200,3061200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,7177.851349200000200,7177.851162009999800,2131583.539090000100000,0
263,264,632,3,Brooklyn,063200,3063200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5753.227139570000000,5753.226772109999700,1264075.534830000000000,0
264,265,636,3,Brooklyn,063600,3063600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5230.945402639999900,5230.945473470000300,1230571.816850000100000,0
265,266,638,3,Brooklyn,063800,3063800,I,BK44,Madison,4016,8403.549885759999600,8403.550111110000200,1498401.089639999900000,0
266,267,640,3,Brooklyn,064000,3064000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5734.951869470000000,5734.952033010000400,1651211.846300000100000,0
267,268,646,3,Brooklyn,064600,3064600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5619.588954640000300,5619.589097480000400,1782721.306159999900000,0
268,269,648,3,Brooklyn,064800,3064800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5217.264793510000300,5217.264474939999700,1631120.802180000100000,0
269,270,650,3,Brooklyn,065000,3065000,I,BK58,Flatlands,4009,5765.937559490000200,5765.937582079999600,1789145.891330000000000,1
270,271,652,3,Brooklyn,065200,3065200,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6302.374440229999900,6302.374201280000300,1875210.093159999900000,0
271,272,654,3,Brooklyn,065400,3065400,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6780.003081339999900,6780.002908399999800,1631231.643600000100000,0
272,273,656,3,Brooklyn,065600,3065600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5236.660792919999900,5236.660396110000000,1653144.026589999900000,0
273,274,658,3,Brooklyn,065800,3065800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6272.716223980000000,6272.716115479999600,1650702.430029999900000,1
274,275,660,3,Brooklyn,066000,3066000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5223.596892370000200,5223.596976410000000,1639605.246790000000000,0
275,276,670,3,Brooklyn,067000,3067000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6204.720556540000000,6204.720596160000200,2244629.491919999900000,0
276,277,672,3,Brooklyn,067200,3067200,I,BK58,Flatlands,4009,8351.807820640000500,8351.808040500000100,1876488.181330000100000,0
277,278,674,3,Brooklyn,067400,3067400,I,BK58,Flatlands,4009,7270.497881569999700,7270.497282960000100,2039940.661270000000000,0
278,279,676,3,Brooklyn,067600,3067600,I,BK58,Flatlands,4009,6353.535034659999800,6353.535039700000200,1672665.506190000100000,0
279,280,678,3,Brooklyn,067800,3067800,I,BK58,Flatlands,4009,5416.415398189999900,5416.415638690000400,1789096.450110000100000,0
280,281,680,3,Brooklyn,068000,3068000,I,BK58,Flatlands,4009,5527.063945179999800,5527.064035960000200,1817783.381640000000000,0
281,282,682,3,Brooklyn,068200,3068200,I,BK58,Flatlands,4009,6486.696528880000200,6486.696336709999700,2176848.427139999800000,0
282,283,686,3,Brooklyn,068600,3068600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6255.090621839999600,6255.090319820000300,1592924.543390000000000,0
283,284,688,3,Brooklyn,068800,3068800,I,BK58,Flatlands,4009,5544.892820869999900,5544.893051950000000,1686417.057210000000000,0
284,285,690,3,Brooklyn,069000,3069000,I,BK58,Flatlands,4009,6663.143816380000300,6663.143968120000000,1861629.279790000100000,0
285,286,692,3,Brooklyn,069200,3069200,I,BK58,Flatlands,4009,6487.948554210000100,6487.948459289999800,1952887.718859999900000,0
286,287,728,3,Brooklyn,072800,3072800,I,BK58,Flatlands,4009,7568.728375910000100,7568.728452250000400,2282665.435339999900000,0
287,288,734,3,Brooklyn,073400,3073400,I,BK58,Flatlands,4009,5187.844558740000100,5187.844208800000200,1626697.765390000100000,0
288,289,736,3,Brooklyn,073600,3073600,E,BK58,Flatlands,4009,5936.261852810000200,5936.261349049999800,1922085.863900000000000,0
289,290,738,3,Brooklyn,073800,3073800,I,BK58,Flatlands,4009,5801.495222130000000,5801.494873200000300,1944417.102920000000000,0
290,291,740,3,Brooklyn,074000,3074000,I,BK58,Flatlands,4009,5614.879200940000400,5614.879418679999600,1747894.720430000000000,0
291,292,742,3,Brooklyn,074200,3074200,I,BK58,Flatlands,4009,5663.839853069999700,5663.840125990000200,1876115.748279999900000,0
292,293,744,3,Brooklyn,074400,3074400,I,BK58,Flatlands,4009,5612.220412530000400,5612.220073010000300,1844716.076889999900000,0
293,294,746,3,Brooklyn,074600,3074600,I,BK58,Flatlands,4009,7730.189302240000000,7730.189903210000000,2159993.879780000100000,0
294,295,748,3,Brooklyn,074800,3074800,I,BK43,Midwood,4015,5679.863624239999800,5679.863600830000000,1900352.067820000000000,0
295,296,750,3,Brooklyn,075000,3075000,E,BK43,Midwood,4015,5639.078726290000300,5639.078438839999800,1866699.053800000100000,0
296,297,752,3,Brooklyn,075200,3075200,I,BK43,Midwood,4015,5638.878715410000000,5638.878696460000400,1864085.369059999900000,0
297,298,754,3,Brooklyn,075400,3075400,I,BK43,Midwood,4015,5639.972181320000300,5639.972176880000000,1867167.902580000000000,0
298,299,756,3,Brooklyn,075600,3075600,I,BK43,Midwood,4015,5582.965046899999800,5582.965150369999700,1867819.386750000100000,0
299,300,760,3,Brooklyn,076000,3076000,I,BK43,Midwood,4015,6345.003303819999900,6345.002790650000000,1954536.449920000000000,0
300,301,762,3,Brooklyn,076200,3076200,E,BK43,Midwood,4015,5822.844403400000400,5822.844551600000200,2024074.680130000000000,0
301,302,764,3,Brooklyn,076400,3076400,I,BK42,Flatbush,4015,7034.140417650000000,7034.139813189999600,1740194.598520000000000,0
302,303,768,3,Brooklyn,076800,3076800,E,BK43,Midwood,4015,9001.209896300000800,9001.209819629999400,3265655.498569999800000,0
303,304,774,3,Brooklyn,077400,3077400,I,BK42,Flatbush,4015,7821.411124479999700,7821.410938459999700,1596705.095990000100000,0
304,305,784,3,Brooklyn,078400,3078400,I,BK91,East Flatbush-Farragut,4010,5509.694393720000300,5509.694416639999900,1801875.648650000100000,0
305,306,790,3,Brooklyn,079000,3079000,E,BK95,Erasmus,4010,5950.853444149999600,5950.853275849999600,1965032.148610000000000,0
306,307,792,3,Brooklyn,079200,3079200,E,BK95,Erasmus,4010,6106.756504580000200,6106.756628500000300,2332264.040420000000000,0
307,308,796.01,3,Brooklyn,079601,3079601,E,BK60,Prospect Lefferts Gardens-Wingate,4011,4382.684860559999800,4382.685087269999700,1188358.886470000000000,0
308,309,800,3,Brooklyn,080000,3080000,I,BK60,Prospect Lefferts Gardens-Wingate,4011,5625.230504070000300,5625.230507080000300,1869357.433310000000000,0
309,310,804,3,Brooklyn,080400,3080400,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6685.941425899999600,6685.941481369999600,2042543.204900000000000,1
310,311,806,3,Brooklyn,080600,3080600,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6017.656862390000200,6017.656500910000400,1790089.265240000100000,0
311,312,810,3,Brooklyn,081000,3081000,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6573.868384710000100,6573.868601479999600,1748352.333339999900000,6
312,313,814,3,Brooklyn,081400,3081400,I,BK91,East Flatbush-Farragut,4010,5579.355923699999900,5579.355868270000400,1831958.685390000000000,0
313,314,818,3,Brooklyn,081800,3081800,E,BK95,Erasmus,4010,5542.998743060000400,5542.998889890000100,1699560.031030000000000,0
314,315,824,3,Brooklyn,082400,3082400,E,BK95,Erasmus,4010,6085.946919199999700,6085.947097860000200,2307258.625920000000000,0
315,316,832,3,Brooklyn,083200,3083200,I,BK91,East Flatbush-Farragut,4010,5511.624042759999600,5511.623957650000200,1566888.236430000000000,0
316,317,836,3,Brooklyn,083600,3083600,I,BK91,East Flatbush-Farragut,4010,6026.388951019999700,6026.389390209999900,2240975.468340000100000,0
317,318,838,3,Brooklyn,083800,3083800,I,BK91,East Flatbush-Farragut,4010,5510.798765280000200,5510.798851669999700,1796855.874730000000000,0
318,319,840,3,Brooklyn,084000,3084000,I,BK91,East Flatbush-Farragut,4010,5550.282710520000400,5550.282593959999800,1830663.267820000000000,0
319,320,846,3,Brooklyn,084600,3084600,I,BK96,Rugby-Remsen Village,4010,5454.284445829999600,5454.284531510000300,1778802.945480000000000,0
320,321,848,3,Brooklyn,084800,3084800,I,BK96,Rugby-Remsen Village,4010,4899.596748570000300,4899.596793040000200,1479845.345740000000000,0
321,322,850,3,Brooklyn,085000,3085000,I,BK91,East Flatbush-Farragut,4010,7007.337429909999600,7007.337258659999900,1556707.826709999900000,0
322,323,856,3,Brooklyn,085600,3085600,E,BK91,East Flatbush-Farragut,4010,6257.941911799999600,6257.941577740000000,1707739.350840000000000,0
323,324,860,3,Brooklyn,086000,3086000,E,BK91,East Flatbush-Farragut,4010,5829.769731669999600,5829.769528269999700,1873858.521070000000000,1
324,325,862,3,Brooklyn,086200,3086200,E,BK96,Rugby-Remsen Village,4010,4925.087366460000300,4925.087370090000100,1508724.713790000000000,0
325,326,864,3,Brooklyn,086400,3086400,I,BK96,Rugby-Remsen Village,4010,5386.181926379999800,5386.181932280000200,1621224.054770000000000,0
326,327,866,3,Brooklyn,086600,3086600,E,BK96,Rugby-Remsen Village,4010,7518.421482120000300,7518.421528810000400,1684237.262739999900000,0
327,328,868,3,Brooklyn,086800,3086800,E,BK96,Rugby-Remsen Village,4010,5606.519520930000000,5606.519877959999600,1879388.286730000100000,0
