FID,OBJECTID,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Le_1,Shape_Area,Count_
1210,1211,79,1,Manhattan,007900,1007900,I,MN23,West Village,3810,10795.862881300000000,10795.720237600000000,2979420.917460000100000,2
1211,1212,310,2,Bronx,031000,2031000,I,BX31,Allerton-Pelham Gardens,3704,10741.011306799999000,10741.011659899999000,6834235.829859999900000,0
1212,1213,71,3,Brooklyn,007100,3007100,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5816.046620289999700,5816.047174219999800,1840258.648120000000000,0
1213,1214,127,3,Brooklyn,012700,3012700,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5308.967838769999600,5308.968147040000100,1759470.638890000100000,0
1214,1215,286,3,Brooklyn,028600,3028600,E,BK27,Bath Beach,4017,6844.903409679999600,6844.903470649999700,1901157.459880000000000,0
1215,1216,916.01,4,Queens,091601,4091601,I,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,48389.707418200000000,48388.660942000002000,47034730.963900000000000,0
1216,1217,916.02,4,Queens,091602,4091602,I,QN99,park-cemetery-etc-Queens,4114,17640.255020699999000,17639.896288500000000,13689793.927900000000000,0
1217,1218,160,2,Bronx,016000,2016000,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,17368.217535399999000,17367.001685100000000,5532194.113930000000000,0
1218,1219,274.02,2,Bronx,027402,2027402,I,BX10,Pelham Bay-Country Club-City Island,3703,27557.517173900000000,27555.241775800001000,5746635.045930000000000,0
1219,1220,10.02,1,Manhattan,001002,1001002,E,MN28,Lower East Side,3809,6315.120147820000100,6315.112175899999800,2224720.147669999900000,0
1220,1221,22.01,1,Manhattan,002201,1002201,E,MN28,Lower East Side,3809,5779.062501270000200,5779.062879629999800,1740173.769430000100000,5
1221,1222,508.03,3,Brooklyn,050803,3050803,E,BK42,Flatbush,4015,3257.534397630000100,3257.534361569999900,602995.605225999960000,0
1222,1223,508.04,3,Brooklyn,050804,3050804,E,BK42,Flatbush,4015,4305.947623410000200,4305.947341680000100,1110945.526310000100000,0
1223,1224,394,3,Brooklyn,039400,3039400,E,BK25,Homecrest,4016,7000.165098470000000,7000.165199780000000,2067691.593339999900000,0
1224,1225,414.02,3,Brooklyn,041402,3041402,I,BK25,Homecrest,4016,5695.766275830000300,5695.766290030000200,1659482.222980000100000,0
1225,1226,416,3,Brooklyn,041600,3041600,E,BK25,Homecrest,4016,6169.280798290000300,6169.280627600000100,1749784.578890000000000,0
1226,1227,934,3,Brooklyn,093400,3093400,I,BK96,Rugby-Remsen Village,4010,7249.880347139999700,7249.880354359999700,1913352.050450000000000,0
1227,1228,936,3,Brooklyn,093600,3093600,I,BK96,Rugby-Remsen Village,4010,7495.435069430000100,7495.434856629999600,1777167.812540000100000,0
1228,1229,946,3,Brooklyn,094600,3094600,I,BK96,Rugby-Remsen Village,4010,8936.664379579999100,8936.663501209999600,3111144.111190000100000,0
1229,1230,478,4,Queens,047800,4047800,I,QN06,Jamaica Estates-Holliswood,4106,14624.672753500001000,14624.657562900000000,7028379.997619999600000,1
1230,1231,482,4,Queens,048200,4048200,I,QN07,Hollis,4112,6546.123246570000400,6546.123451460000100,2454003.489279999900000,0
1231,1232,285.02,3,Brooklyn,028502,3028502,E,BK35,Stuyvesant Heights,4003,4775.421222119999600,4775.421664489999800,1290359.365520000000000,0
1232,1233,13,3,Brooklyn,001300,3001300,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,7513.001484380000000,7512.977570860000000,3138353.287599999900000,4
1233,1234,61,4,Queens,006100,4006100,I,QN70,Astoria,4101,6183.318054450000100,6183.318350300000000,2099309.311350000100000,0
1234,1235,63,4,Queens,006300,4006300,E,QN70,Astoria,4101,6353.777855579999600,6353.778011600000400,2287276.823489999900000,0
1235,1236,1385.01,4,Queens,138501,4138501,I,QN42,Oakland Gardens,4104,14620.435795900001000,14620.436238800001000,11199226.366900001000000,0
1236,1237,164,1,Manhattan,016400,1016400,E,MN33,East Harlem South,3804,5536.336370250000100,5536.336231219999700,1911374.171430000100000,0
1237,1238,243.01,1,Manhattan,024301,1024301,E,MN36,Washington Heights South,3801,4730.332193119999800,4730.283519620000300,1131887.393669999900000,2
1238,1239,696.01,3,Brooklyn,069601,3069601,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,10368.010500799999000,10367.878138800001000,4568693.655150000000000,0
1239,1240,720,3,Brooklyn,072000,3072000,I,BK58,Flatlands,4009,6664.516079629999700,6664.516395380000200,1701872.107540000000000,0
1240,1241,722,3,Brooklyn,072200,3072200,I,BK58,Flatlands,4009,8425.527830729999600,8425.527465179999100,2769417.595100000000000,1
1241,1242,950,3,Brooklyn,095000,3095000,I,BK50,Canarsie,4009,7974.174938350000000,7974.175171900000400,2612163.900470000200000,0
1242,1243,93,1,Manhattan,009300,1009300,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5740.876647090000000,5740.877339480000000,1929507.348370000000000,6
1243,1244,227,1,Manhattan,022700,1022700,E,MN04,Hamilton Heights,3802,5486.855186890000400,5486.855913710000100,1621656.185670000000000,0
1244,1245,259,1,Manhattan,025900,1025900,E,MN03,Central Harlem North-Polo Grounds,3803,5513.215066370000400,5513.214632469999700,812329.622570000010000,0
1245,1246,330,4,Queens,033000,4033000,I,QN02,Springfield Gardens North,4112,15095.326245599999000,15095.235393700001000,8811984.184809999500000,0
1246,1247,838,4,Queens,083800,4083800,I,QN55,South Ozone Park,4113,10555.323501100000000,10555.323657200001000,5332408.611100000300000,0
1247,1248,174.01,1,Manhattan,017401,1017401,E,MN33,East Harlem South,3804,4175.265672370000200,4175.265333549999900,1086638.856590000000000,2
1248,1249,174.02,1,Manhattan,017402,1017402,E,MN33,East Harlem South,3804,3109.683613979999800,3109.683749370000000,547579.247255000050000,2
1249,1250,186,1,Manhattan,018600,1018600,E,MN11,Central Harlem South,3803,4621.740561560000100,4621.740564789999600,1311722.273190000100000,6
1250,1251,385,2,Bronx,038500,2038500,E,BX01,Claremont-Bathgate,3705,7631.433261690000100,7631.433243270000300,2053030.571389999900000,0
1251,1252,237.02,2,Bronx,023702,2023702,E,BX05,Bedford Park-Fordham North,3706,3384.186861849999800,3384.187133559999900,515656.473808999990000,0
1252,1253,253,2,Bronx,025300,2025300,E,BX30,Kingsbridge Heights,3706,5424.470087140000000,5424.469801569999600,1341945.104920000100000,0
1253,1254,429.01,2,Bronx,042901,2042901,E,BX43,Norwood,3706,6473.860266329999800,6473.860471750000200,1105150.652440000100000,0
1254,1255,215,1,Manhattan,021500,1021500,E,MN03,Central Harlem North-Polo Grounds,3803,5034.471080559999800,5034.471274749999800,750499.623393999990000,3
1255,1256,217.03,1,Manhattan,021703,1021703,I,MN06,Manhattanville,3802,9371.057780589999300,9371.057513140000100,3377609.370240000100000,1
1256,1257,80,1,Manhattan,008000,1008000,I,MN20,Murray Hill-Kips Bay,3808,5682.153473460000000,5682.153151829999800,1855976.533240000000000,2
1257,1258,464,4,Queens,046400,4046400,I,QN06,Jamaica Estates-Holliswood,4106,9620.318120590000000,9620.317808519999700,2430135.782519999900000,0
1258,1259,1277,4,Queens,127700,4127700,I,QN06,Jamaica Estates-Holliswood,4106,14169.198935599999000,14169.198399000001000,11606255.918500001000000,0
1259,1260,243,3,Brooklyn,024300,3024300,E,BK75,Bedford,4003,5291.716498609999700,5291.716540309999800,1661539.540250000100000,0
1260,1261,85,4,Queens,008500,4008500,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,11148.217629400000000,11148.217698599999000,2943518.874390000000000,0
1261,1262,43,4,Queens,004300,4004300,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,6406.510318550000200,6406.510533640000200,1840353.503280000100000,2
1262,1263,251,3,Brooklyn,025100,3025100,E,BK75,Bedford,4003,5079.931019360000400,5079.930884940000400,1490422.779000000100000,0
1263,1264,265,3,Brooklyn,026500,3026500,E,BK75,Bedford,4003,5341.618067360000200,5341.618157969999600,1718284.372610000000000,0
1264,1265,373,2,Bronx,037300,2037300,E,BX17,East Tremont,3705,7219.742079360000400,7219.741742029999800,1864932.542540000100000,0
1265,1266,391,2,Bronx,039100,2039100,E,BX06,Belmont,3705,5889.796226030000100,5889.796368270000100,2213814.284030000200000,1
1266,1267,51,3,Brooklyn,005100,3005100,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,6004.498666819999900,6004.498832199999900,1950313.102830000000000,0
1267,1268,1093,4,Queens,109300,4109300,I,QN46,Bayside-Bayside Hills,4104,18920.598475200000000,18920.598786899998000,11540422.088700000000000,0
1268,1269,1097,4,Queens,109700,4109700,I,QN46,Bayside-Bayside Hills,4104,11304.517770400000000,11304.518048100001000,4751919.698250000400000,0
1269,1270,69,1,Manhattan,006900,1006900,I,MN23,West Village,3810,7534.928942829999900,7534.928382520000000,2350821.113169999800000,0
1270,1271,75,1,Manhattan,007500,1007500,I,MN23,West Village,3810,7698.718068819999600,7698.571575210000400,1777798.335110000100000,0
1271,1272,88,1,Manhattan,008800,1008800,I,MN19,Turtle Bay-East Midtown,3808,5580.276715760000100,5580.276753270000000,1946103.195740000100000,0
1272,1273,90,1,Manhattan,009000,1009000,I,MN19,Turtle Bay-East Midtown,3808,5527.209826559999800,5527.209423610000200,1906164.076350000000000,0
1273,1274,682,4,Queens,068200,4068200,I,QN66,Laurelton,4105,7239.279513540000200,7239.279314860000300,2492489.900100000200000,0
1274,1275,31,1,Manhattan,003100,1003100,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,7779.856884410000000,7779.856642069999900,2207846.604400000100000,2
1275,1276,15.01,1,Manhattan,001501,1001501,I,MN25,Battery Park City-Lower Manhattan,3810,9130.698222270000800,9130.613657919999200,2814954.162260000100000,5
1276,1277,29,1,Manhattan,002900,1002900,E,MN27,Chinatown,3809,8980.464111339999400,8980.293891159999500,3012206.978809999800000,0
1277,1278,18,5,Staten Island,001800,5001800,E,SI14,Grasmere-Arrochar-Ft. Wadsworth,3902,14931.835184300000000,14931.687547000000000,9854364.020460000300000,0
1278,1279,20.01,5,Staten Island,002001,5002001,I,SI37,Stapleton-Rosebank,3903,11053.702701300001000,11053.665420100000000,5335396.589420000100000,0
1279,1280,181,3,Brooklyn,018100,3018100,I,BK68,Fort Greene,4004,5495.107397130000200,5495.107254319999800,1823379.858650000100000,0
1280,1281,78,1,Manhattan,007800,1007800,I,MN20,Murray Hill-Kips Bay,3808,5546.867327799999700,5546.867457489999700,1912109.969629999900000,0
1281,1282,846.01,4,Queens,084601,4084601,I,QN55,South Ozone Park,4113,10337.877475300000000,10337.877879000000000,3581021.200290000100000,0
1282,1283,71,1,Manhattan,007100,1007100,I,MN23,West Village,3810,6601.034466430000100,6601.035266889999500,1775750.822990000000000,1
1283,1284,1291.02,4,Queens,129102,4129102,I,QN42,Oakland Gardens,4104,16067.616848300000000,16067.616717700001000,10935400.384099999000000,0
1284,1285,749,4,Queens,074900,4074900,I,QN17,Forest Hills,4108,7949.790916900000400,7949.791121790000000,3856288.170919999900000,0
1285,1286,769.01,4,Queens,076901,4076901,I,QN17,Forest Hills,4108,7581.995088790000400,7581.995334469999800,1931642.797270000000000,1
1286,1287,3,5,Staten Island,000300,5000300,E,SI22,West New Brighton-New Brighton-St. George,3903,16907.246310999999000,16907.214941200000000,4119509.423479999900000,1
1287,1288,426,2,Bronx,042600,2042600,I,BX62,Woodlawn-Wakefield,3702,11165.014976000000000,11165.015110099999000,5473783.589680000200000,2
1288,1289,1034,3,Brooklyn,103400,3103400,E,BK50,Canarsie,4009,12039.157204100000000,12039.156992200000000,6209916.142160000300000,0
1289,1290,696.02,3,Brooklyn,069602,3069602,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,17870.258336300001000,17870.123562799999000,7849182.592740000200000,1
1290,1291,93,2,Bronx,009300,2009300,E,BX27,Hunts Point,3710,34426.506021100002000,34426.305309900003000,25297323.985100001000000,0
1291,1292,117,2,Bronx,011700,2011700,E,BX27,Hunts Point,3710,17843.755663000000000,17843.700398000001000,14905886.852600001000000,1
1292,1293,1180,3,Brooklyn,118000,3118000,I,BK99,park-cemetery-etc-Brooklyn,4008,15869.686409100001000,15869.686157100001000,8097141.564940000000000,0
1293,1294,334.02,4,Queens,033402,4033402,E,QN02,Springfield Gardens North,4112,12442.879613300000000,12442.879503700000000,8160746.867189999700000,1
1294,1295,208.04,5,Staten Island,020804,5020804,I,SI32,Rossville-Woodrow,3901,16137.210518300000000,16137.210695399999000,14324565.144400001000000,1
1295,1296,945,4,Queens,094500,4094500,I,QN49,Whitestone,4103,26726.477793499998000,26726.476902300001000,16426084.686400000000000,0
1296,1297,319,2,Bronx,031900,2031900,E,BX22,North Riverdale-Fieldston-Riverdale,3701,7143.913371419999700,7143.697760050000400,2381951.168070000100000,0
1297,1298,545,3,Brooklyn,054500,3054500,E,BK72,Williamsburg,4001,5308.784438339999700,5308.784637800000400,1802063.432550000000000,0
1298,1299,59,3,Brooklyn,005900,3005900,E,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,10119.272191500000000,10119.271469300000000,3852486.816039999900000,0
1299,1300,33,3,Brooklyn,003300,3003300,I,BK68,Fort Greene,4004,6435.564793970000200,6435.564324390000400,1773329.133280000000000,6
1300,1301,213.03,1,Manhattan,021303,1021303,E,MN06,Manhattanville,3802,7253.730588139999800,7253.730926039999800,1650328.346910000100000,0
1301,1302,998,3,Brooklyn,099800,3099800,I,BK50,Canarsie,4009,13365.092746400000000,13364.994716800000000,4560666.034430000000000,0
1302,1303,1028,3,Brooklyn,102800,3102800,I,BK50,Canarsie,4009,14221.916375100000000,14221.770244200001000,8910350.028109999400000,0
1303,1304,37,3,Brooklyn,003700,3003700,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,7325.293106440000000,7325.293010440000200,1805697.637260000000000,15
1304,1305,39,3,Brooklyn,003900,3003900,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5101.749928170000200,5101.749943849999900,1681241.447770000000000,0
1305,1306,174,3,Brooklyn,017400,3017400,E,BK27,Bath Beach,4017,5995.853120159999900,5995.850918740000500,1798236.837680000100000,0
1306,1307,176,3,Brooklyn,017600,3017600,E,BK27,Bath Beach,4017,5460.466915740000300,5460.459198110000200,1436736.523749999900000,0
1307,1308,43,1,Manhattan,004300,1004300,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,5090.419736750000100,5090.419644650000000,1605585.182090000000000,1
1308,1309,38,1,Manhattan,003800,1003800,I,MN22,East Village,3809,5841.822901280000200,5841.823303690000100,2180883.600860000100000,1
1309,1310,55.02,1,Manhattan,005502,1005502,I,MN23,West Village,3810,4547.015774489999800,4547.015614040000400,1243017.157630000000000,0
1310,1311,57,1,Manhattan,005700,1005700,I,MN23,West Village,3810,4745.950133389999800,4745.950393950000000,1155301.771480000100000,0
1311,1312,36.01,1,Manhattan,003601,1003601,E,MN27,Chinatown,3809,4185.592304110000400,4185.592361160000100,1068027.139209999900000,0
1312,1313,36.02,1,Manhattan,003602,1003602,I,MN22,East Village,3809,4076.249845559999800,4076.249824430000000,961070.568974999940000,1
1313,1314,86.02,1,Manhattan,008602,1008602,I,MN19,Turtle Bay-East Midtown,3808,5003.031345080000400,5003.031429550000200,1075371.538209999900000,0
1314,1315,1399,4,Queens,139900,4139900,I,QN46,Bayside-Bayside Hills,4104,8227.897271960000600,8227.897436870000100,3968601.415169999900000,0
1315,1316,1441,4,Queens,144100,4144100,I,QN46,Bayside-Bayside Hills,4104,8947.044078520000800,8947.044088919999900,3627720.036140000000000,0
1316,1317,15,3,Brooklyn,001500,3001500,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,9621.617725390000500,9621.617238060000100,3310755.295500000000000,17
1317,1318,31,3,Brooklyn,003100,3003100,I,BK68,Fort Greene,4004,7677.114187389999600,7677.114270129999600,3103363.792930000000000,5
1318,1319,334.01,4,Queens,033401,4033401,I,QN08,St. Albans,4112,10725.352065100000000,10725.352005000001000,6034825.004920000200000,3
1319,1320,132.03,5,Staten Island,013203,5013203,I,SI54,Great Kills,3901,15188.234675600001000,15188.095906500001000,11116035.631300000000000,0
1320,1321,357,3,Brooklyn,035700,3035700,E,BK61,Crown Heights North,4006,6564.457401949999600,6564.457089319999800,1967030.811010000100000,0
1321,1322,359,3,Brooklyn,035900,3035900,E,BK61,Crown Heights North,4006,6551.100870989999700,6551.100666389999800,1952759.984579999900000,0
1322,1323,141,2,Bronx,014100,2014100,E,BX35,Morrisania-Melrose,3705,6841.722984600000000,6841.722684360000100,1907232.678899999900000,0
1323,1324,185,2,Bronx,018500,2018500,E,BX35,Morrisania-Melrose,3705,10321.296927199999000,10321.297078699999000,4434780.443079999600000,0
1324,1325,71,2,Bronx,007100,2007100,E,BX34,Melrose South-Mott Haven North,3710,8622.340533729999200,8622.340731140000600,2843662.035089999900000,0
1325,1326,184,2,Bronx,018400,2018400,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,9097.856712439999700,9097.857058890000200,4814309.419950000000000,0
1326,1327,164,2,Bronx,016400,2016400,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,5508.377196170000400,5508.359850869999700,1768615.273630000000000,0
1327,1328,281,1,Manhattan,028100,1028100,I,MN35,Washington Heights North,3801,4900.260605419999600,4900.099422569999700,983007.994075999940000,1
1328,1329,273,1,Manhattan,027300,1027300,I,MN35,Washington Heights North,3801,8400.213426500000400,8400.213357470000100,1901404.880560000000000,1
1329,1330,275,1,Manhattan,027500,1027500,I,MN35,Washington Heights North,3801,11146.555923700000000,11146.521718200000000,2947639.331580000000000,0
1330,1331,39,5,Staten Island,003900,5003900,I,SI08,Grymes Hill-Clifton-Fox Hills,3903,11532.199791700001000,11532.200186200000000,6292489.405249999800000,0
1331,1332,281,3,Brooklyn,028100,3028100,E,BK35,Stuyvesant Heights,4003,5389.338367720000000,5389.338505339999800,1743468.070240000000000,0
1332,1333,458,2,Bronx,045800,2045800,E,BX03,Eastchester-Edenwald-Baychester,3702,6478.786902570000200,6478.786753590000400,2582516.360230000200000,0
1333,1334,460,2,Bronx,046000,2046000,E,BX03,Eastchester-Edenwald-Baychester,3702,7510.861056660000000,7510.861471469999700,3096846.686269999900000,0
1334,1335,484,2,Bronx,048400,2048400,I,BX03,Eastchester-Edenwald-Baychester,3702,12428.183521200001000,12428.183231700001000,7465667.019120000300000,3
1335,1336,449.01,2,Bronx,044901,2044901,I,BX62,Woodlawn-Wakefield,3702,5633.389060040000000,5633.389284259999800,1706515.707160000000000,0
1336,1337,449.02,2,Bronx,044902,2044902,I,BX62,Woodlawn-Wakefield,3702,5935.017291369999800,5935.017192839999600,1681787.231350000000000,1
1337,1338,511,4,Queens,051100,4051100,I,QN30,Maspeth,4110,9403.421402379999600,9403.421461469999500,3048433.828300000200000,0
1338,1339,238.02,1,Manhattan,023802,1023802,I,MN31,Lenox Hill-Roosevelt Island,3805,10123.654356499999000,10123.654998700000000,2699017.133690000000000,0
1339,1340,254,4,Queens,025400,4025400,E,QN01,South Jamaica,4112,12208.477262300001000,12208.477976500000000,6798492.067510000400000,0
1340,1341,14.02,1,Manhattan,001402,1001402,E,MN28,Lower East Side,3809,4459.156017459999900,4459.156067930000100,1226205.982490000100000,0
1341,1342,86.01,1,Manhattan,008601,1008601,I,MN19,Turtle Bay-East Midtown,3808,6332.850896300000400,6332.851835059999800,1221384.778949999900000,0
1342,1343,446.01,4,Queens,044601,4044601,E,QN61,Jamaica,4112,6255.706495309999800,6255.706020409999800,2419638.945580000100000,0
1343,1344,460,4,Queens,046000,4046000,E,QN61,Jamaica,4112,6262.824034690000200,6262.823884810000000,2381695.378940000200000,3
1344,1345,212,4,Queens,021200,4021200,E,QN61,Jamaica,4112,8201.875277999999500,8201.875472589999800,2536196.006050000000000,1
1345,1346,240,4,Queens,024000,4024000,E,QN61,Jamaica,4112,8002.030606110000000,8002.030711550000000,2901926.047210000000000,1
1346,1347,137,4,Queens,013700,4013700,I,QN72,Steinway,4101,7877.751018250000000,7877.751516739999700,2152435.292810000000000,0
1347,1348,69,4,Queens,006900,4006900,E,QN71,Old Astoria,4101,6617.187738630000200,6617.187744320000100,2266843.219500000100000,0
1348,1349,71,4,Queens,007100,4007100,I,QN71,Old Astoria,4101,8689.483838149999400,8689.483901949999600,2101574.719959999900000,0
1349,1350,65.01,4,Queens,006501,4006501,E,QN70,Astoria,4101,5124.691060989999600,5124.691277140000200,1198418.262470000000000,0
1350,1351,125,4,Queens,012500,4012500,I,QN72,Steinway,4101,7021.101721549999600,7021.101756230000300,1752217.361330000000000,0
1351,1352,972.03,4,Queens,097203,4097203,E,QN12,Hammels-Arverne-Edgemere,4114,32394.745873500000000,32393.211522500002000,14143070.172700001000000,0
1352,1353,14.01,1,Manhattan,001401,1001401,I,MN28,Lower East Side,3809,5075.332418930000100,5075.332464209999700,1006080.848050000000000,1
1353,1354,152,3,Brooklyn,015200,3015200,I,BK30,Dyker Heights,4013,8536.289622129999800,8536.289944620000800,2884170.801359999900000,0
1354,1355,150,3,Brooklyn,015000,3015000,I,BK30,Dyker Heights,4013,5237.641007940000200,5237.640941980000200,1436079.800630000000000,0
1355,1356,154,3,Brooklyn,015400,3015400,I,BK99,park-cemetery-etc-Brooklyn,4013,14530.436440500000000,14530.435644699999000,9969049.045579999700000,1
1356,1357,66,1,Manhattan,006600,1006600,I,MN20,Murray Hill-Kips Bay,3808,5497.310705959999700,5497.310776999999700,1880429.585010000000000,0
1357,1358,70,1,Manhattan,007000,1007000,I,MN20,Murray Hill-Kips Bay,3808,5538.103800300000300,5538.103715639999800,1908709.015919999900000,0
1358,1359,58,4,Queens,005800,4005800,I,QN56,Ozone Park,4113,11933.611348500001000,11933.611102400000000,6432379.667689999600000,0
1359,1360,304,3,Brooklyn,030400,3030400,E,BK29,Bensonhurst East,4017,13718.405053500001000,13718.090571799999000,4990368.364989999700000,1
1360,1361,95,4,Queens,009500,4009500,I,QN72,Steinway,4101,6035.059549069999800,6035.059204209999700,1770676.791359999900000,0
1361,1362,99,4,Queens,009900,4009900,I,QN99,park-cemetery-etc-Queens,4101,8559.814926020000700,8559.815159620000500,2682801.247070000000000,1
1362,1363,103,4,Queens,010300,4010300,E,QN72,Steinway,4101,9276.140900820000800,9276.141389540000100,2695886.914590000200000,0
1363,1364,352,4,Queens,035200,4035200,I,QN08,St. Albans,4112,13006.766658500001000,13006.675017400001000,6514380.520659999900000,0
1364,1365,27,5,Staten Island,002700,5002700,E,SI37,Stapleton-Rosebank,3903,6745.567670940000400,6745.567783460000100,2702766.284409999800000,2
1365,1366,144.02,1,Manhattan,014402,1014402,I,MN32,Yorkville,3805,6915.882275859999900,6915.776498459999900,1886891.157750000000000,0
1366,1367,152,1,Manhattan,015200,1015200,I,MN32,Yorkville,3805,8783.161011430000100,8783.162108029999200,1913189.391180000000000,0
1367,1368,147,1,Manhattan,014700,1014700,I,MN14,Lincoln Square,3806,3367.167813800000200,3367.168042570000100,704091.007493000010000,6
1368,1369,112.02,5,Staten Island,011202,5011202,I,SI45,New Dorp-Midland Beach,3902,19746.225523800000000,19746.225037100001000,21697599.127300002000000,4
1369,1370,128.04,5,Staten Island,012804,5012804,I,SI45,New Dorp-Midland Beach,3902,14737.168412000001000,14737.136741800001000,9431329.824440000600000,0
1370,1371,910,3,Brooklyn,091000,3091000,E,BK81,Brownsville,4007,6092.210746789999600,6092.210332679999700,2281443.748389999800000,1
1371,1372,912,3,Brooklyn,091200,3091200,E,BK81,Brownsville,4007,5530.135922890000100,5530.136288099999500,1800466.390410000000000,0
1372,1373,1182.01,3,Brooklyn,118201,3118201,I,BK83,Cypress Hills-City Line,4008,4880.982096939999800,4880.982084459999900,1360340.057770000100000,0
1373,1374,1182.02,3,Brooklyn,118202,3118202,E,BK83,Cypress Hills-City Line,4008,4918.216346360000000,4918.216107870000100,1337843.831550000000000,0
1374,1375,1184,3,Brooklyn,118400,3118400,E,BK83,Cypress Hills-City Line,4008,5966.706865660000400,5966.706645170000200,2204317.908799999900000,0
1375,1376,414,4,Queens,041400,4041400,E,QN01,South Jamaica,4112,10098.685186000001000,10098.684603199999000,5132816.289610000300000,0
1376,1377,440,4,Queens,044000,4044000,E,QN01,South Jamaica,4112,9019.055172750000600,9019.054942880000500,4055561.025409999800000,6
1377,1378,97,5,Staten Island,009700,5009700,I,SI22,West New Brighton-New Brighton-St. George,3903,22660.795090000000000,22660.746309999999000,11087603.042900000000000,13
1378,1379,219,1,Manhattan,021900,1021900,E,MN06,Manhattanville,3802,7846.915111970000000,7846.915359990000100,3004764.370509999800000,1
1379,1380,170.07,5,Staten Island,017007,5017007,I,SI48,Arden Heights,3901,15888.168099200000000,15888.001225100001000,15717568.671399999000000,0
1380,1381,178,1,Manhattan,017800,1017800,E,MN34,East Harlem North,3804,6844.212513470000000,6844.212380850000000,2662724.382000000200000,9
1381,1382,997.01,4,Queens,099701,4099701,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,13357.700883100000000,13357.700503900000000,10653878.737299999000000,0
1382,1383,307,1,Manhattan,030700,1030700,I,MN01,Marble Hill-Inwood,3801,4148.171530720000200,4148.171839609999600,908014.874415999980000,0
1383,1384,201,5,Staten Island,020100,5020100,I,SI07,Westerleigh,3903,14496.555116199999000,14496.536500300001000,6756525.737080000300000,0
1384,1385,244.01,5,Staten Island,024401,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,24622.942694800000000,24622.809502100001000,22757045.632199999000000,1
1385,1386,59.02,2,Bronx,005902,2005902,E,BX14,East Concourse-Concourse Village,3708,5206.208332629999900,5206.208545620000200,766665.186402000020000,0
1386,1387,61,2,Bronx,006100,2006100,E,BX14,East Concourse-Concourse Village,3708,8370.144082240000000,8370.144653839999600,2605984.919710000000000,0
1387,1388,247,5,Staten Island,024700,5024700,E,SI28,Port Richmond,3903,10772.497862200000000,10772.479130399999000,5207268.837899999700000,0
1388,1389,251,5,Staten Island,025100,5025100,I,SI28,Port Richmond,3903,16988.928775299999000,16988.929265499999000,12801492.101299999000000,0
1389,1390,291.02,5,Staten Island,029102,5029102,I,SI05,New Springville-Bloomfield-Travis,3902,58470.186442999999000,58468.744139100003000,106436033.077999990000000,0
1390,1391,205,4,Queens,020500,4020500,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,11171.520520500000000,11171.503423599999000,6482401.617540000000000,0
1391,1392,229,4,Queens,022900,4022900,I,QN99,park-cemetery-etc-Queens,4109,22276.846873900002000,22276.829345400001000,14413084.167900000000000,0
1392,1393,303.01,5,Staten Island,030301,5030301,I,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,18497.958197100001000,18497.890868400002000,7821861.412539999900000,0
1393,1394,65,2,Bronx,006500,2006500,E,BX34,Melrose South-Mott Haven North,3710,9812.031537760000000,9812.031657730000000,2812249.031349999800000,1
1394,1395,319.02,5,Staten Island,031902,5031902,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,18063.518236100001000,18063.481244400002000,7018142.214959999500000,0
1395,1396,1471,4,Queens,147100,4147100,I,QN46,Bayside-Bayside Hills,4104,10200.518035100000000,10200.518606800000000,4561921.658780000200000,1
1396,1397,1507.01,4,Queens,150701,4150701,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,15038.633567100000000,15038.633681200001000,9372852.404960000900000,0
1397,1398,120,3,Brooklyn,012000,3012000,E,BK34,Sunset Park East,4012,7670.095674309999600,7670.095920230000000,2102411.976499999900000,0
