,GEO.id2,PUMA,youth_pop,Income,Education_level,hotspot,withoutHSI,WithoutDevice,score,RANK
1814,36047004400,04013,26.1557530876,66.701971016,55.152394775,100.0,25.927690812,15.1283159433,57.7904455384,1815
1815,36081111300,04104,21.7617805858,69.6193157845,50.0633362509,100.0,10.1789827944,10.4415536403,57.7789726368,1816
1816,36047005100,04005,26.9592218563,66.3700240242,55.152394775,100.0,1.53948632809,7.27419030376,57.7560128052,1817
1817,36047051500,04001,39.4266835193,64.4597142931,50.8127721335,81.8181818182,29.0919568504,14.5642165423,57.7471191768,1818
1818,36081157902,04105,36.2139911484,65.5274555897,47.549532521,96.9696969697,15.7357361117,9.82586649765,57.7411539309,1819
1819,36081068000,04105,27.3271203232,69.4096423928,43.8529597468,100.0,15.7357361117,9.82586649765,57.738506749,1820
1820,36047064400,04009,36.9105520556,64.9595722146,48.0183234343,100.0,28.9517597448,13.8927392503,57.7352872267,1821
1821,36061004800,03808,53.2713688308,58.6250247561,53.3038032257,87.8787878788,6.74239416176,6.39482732845,57.7265123703,1822
1822,36061019100,03806,33.1795672743,65.6703951504,50.5901259711,96.9696969697,5.46172029629,6.69039072705,57.7222431859,1823
1823,36081065400,04105,27.2668379555,70.1536169736,41.7968021206,96.9696969697,15.7357361117,9.82586649765,57.7112853122,1824
1824,36081113300,04104,26.6410187781,68.0177038396,49.4091515318,100.0,10.1789827944,10.4415536403,57.7058777367,1825
1825,36081066900,04110,22.5278593432,68.3883995075,52.9465124221,100.0,19.6409484794,13.1763419121,57.6872377432,1826
